atc_code5,atc_code4,atc_code3,atc_code2,atc_code1,atc_desc5,atc_desc4,atc_desc3,atc_desc2,atc_desc1
P01AA01,P01AA,P01A,P01,P,broxyquinoline,Hydroxyquinoline derivatives,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,ANTIPROTOZOALS,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS"
P01AA02,P01AA,P01A,P01,P,clioquinol,Hydroxyquinoline derivatives,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,ANTIPROTOZOALS,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS"
P01AA04,P01AA,P01A,P01,P,chlorquinaldol,Hydroxyquinoline derivatives,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,ANTIPROTOZOALS,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS"
P01AA05,P01AA,P01A,P01,P,tilbroquinol,Hydroxyquinoline derivatives,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,ANTIPROTOZOALS,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS"
P01AA52,P01AA,P01A,P01,P,"clioquinol, combinations",Hydroxyquinoline derivatives,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,ANTIPROTOZOALS,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS"
N02AA01,N02AA,N02A,N02,N,morphine,Natural opium alkaloids,OPIOIDS,ANALGESICS,NERVOUS SYSTEM
N02AA02,N02AA,N02A,N02,N,opium,Natural opium alkaloids,OPIOIDS,ANALGESICS,NERVOUS SYSTEM
N02AA03,N02AA,N02A,N02,N,hydromorphone,Natural opium alkaloids,OPIOIDS,ANALGESICS,NERVOUS SYSTEM
N02AA04,N02AA,N02A,N02,N,nicomorphine,Natural opium alkaloids,OPIOIDS,ANALGESICS,NERVOUS SYSTEM
N02AA05,N02AA,N02A,N02,N,oxycodone,Natural opium alkaloids,OPIOIDS,ANALGESICS,NERVOUS SYSTEM
N02AA08,N02AA,N02A,N02,N,dihydrocodeine,Natural opium alkaloids,OPIOIDS,ANALGESICS,NERVOUS SYSTEM
N02AA10,N02AA,N02A,N02,N,papaveretum,Natural opium alkaloids,OPIOIDS,ANALGESICS,NERVOUS SYSTEM
N02AA51,N02AA,N02A,N02,N,"morphine, combinations",Natural opium alkaloids,OPIOIDS,ANALGESICS,NERVOUS SYSTEM
N02AA55,N02AA,N02A,N02,N,"oxycodone, combinations",Natural opium alkaloids,OPIOIDS,ANALGESICS,NERVOUS SYSTEM
N02AA58,N02AA,N02A,N02,N,"dihydrocodeine, combinations",Natural opium alkaloids,OPIOIDS,ANALGESICS,NERVOUS SYSTEM
N02AA59,N02AA,N02A,N02,N,"codeine, combinations excl. psycholeptics",Natural opium alkaloids,OPIOIDS,ANALGESICS,NERVOUS SYSTEM
N02AA79,N02AA,N02A,N02,N,"codeine, combinations with psycholeptics",Natural opium alkaloids,OPIOIDS,ANALGESICS,NERVOUS SYSTEM
S01EB01,S01EB,S01E,S01,S,pilocarpine,Parasympathomimetics,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,OPHTHALMOLOGICALS,SENSORY ORGANS
S01EB02,S01EB,S01E,S01,S,carbachol,Parasympathomimetics,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,OPHTHALMOLOGICALS,SENSORY ORGANS
S01EB03,S01EB,S01E,S01,S,ecothiopate,Parasympathomimetics,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,OPHTHALMOLOGICALS,SENSORY ORGANS
S01EB04,S01EB,S01E,S01,S,demecarium,Parasympathomimetics,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,OPHTHALMOLOGICALS,SENSORY ORGANS
S01EB05,S01EB,S01E,S01,S,physostigmine,Parasympathomimetics,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,OPHTHALMOLOGICALS,SENSORY ORGANS
S01EB06,S01EB,S01E,S01,S,neostigmine,Parasympathomimetics,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,OPHTHALMOLOGICALS,SENSORY ORGANS
S01EB07,S01EB,S01E,S01,S,fluostigmine,Parasympathomimetics,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,OPHTHALMOLOGICALS,SENSORY ORGANS
S01EB08,S01EB,S01E,S01,S,aceclidine,Parasympathomimetics,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,OPHTHALMOLOGICALS,SENSORY ORGANS
S01EB09,S01EB,S01E,S01,S,acetylcholine,Parasympathomimetics,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,OPHTHALMOLOGICALS,SENSORY ORGANS
S01EB10,S01EB,S01E,S01,S,paraoxon,Parasympathomimetics,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,OPHTHALMOLOGICALS,SENSORY ORGANS
S01EB51,S01EB,S01E,S01,S,"pilocarpine, combinations",Parasympathomimetics,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,OPHTHALMOLOGICALS,SENSORY ORGANS
S01EB58,S01EB,S01E,S01,S,"aceclidine, combinations",Parasympathomimetics,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,OPHTHALMOLOGICALS,SENSORY ORGANS
S01XA01,S01XA,S01X,S01,S,guaiazulen,Other ophthalmologicals,OTHER OPHTHALMOLOGICALS,OPHTHALMOLOGICALS,SENSORY ORGANS
S01XA02,S01XA,S01X,S01,S,retinol,Other ophthalmologicals,OTHER OPHTHALMOLOGICALS,OPHTHALMOLOGICALS,SENSORY ORGANS
S01XA03,S01XA,S01X,S01,S,"sodium chloride, hypertonic",Other ophthalmologicals,OTHER OPHTHALMOLOGICALS,OPHTHALMOLOGICALS,SENSORY ORGANS
S01XA04,S01XA,S01X,S01,S,potassium iodide,Other ophthalmologicals,OTHER OPHTHALMOLOGICALS,OPHTHALMOLOGICALS,SENSORY ORGANS
S01XA05,S01XA,S01X,S01,S,sodium edetate,Other ophthalmologicals,OTHER OPHTHALMOLOGICALS,OPHTHALMOLOGICALS,SENSORY ORGANS
S01XA06,S01XA,S01X,S01,S,ethylmorphine,Other ophthalmologicals,OTHER OPHTHALMOLOGICALS,OPHTHALMOLOGICALS,SENSORY ORGANS
S01XA07,S01XA,S01X,S01,S,alum,Other ophthalmologicals,OTHER OPHTHALMOLOGICALS,OPHTHALMOLOGICALS,SENSORY ORGANS
S01XA08,S01XA,S01X,S01,S,acetylcysteine,Other ophthalmologicals,OTHER OPHTHALMOLOGICALS,OPHTHALMOLOGICALS,SENSORY ORGANS
S01XA09,S01XA,S01X,S01,S,iodoheparinate,Other ophthalmologicals,OTHER OPHTHALMOLOGICALS,OPHTHALMOLOGICALS,SENSORY ORGANS
S01XA11,S01XA,S01X,S01,S,nandrolone,Other ophthalmologicals,OTHER OPHTHALMOLOGICALS,OPHTHALMOLOGICALS,SENSORY ORGANS
S01XA12,S01XA,S01X,S01,S,dexpanthenol,Other ophthalmologicals,OTHER OPHTHALMOLOGICALS,OPHTHALMOLOGICALS,SENSORY ORGANS
S01XA13,S01XA,S01X,S01,S,alteplase,Other ophthalmologicals,OTHER OPHTHALMOLOGICALS,OPHTHALMOLOGICALS,SENSORY ORGANS
S01XA14,S01XA,S01X,S01,S,heparin,Other ophthalmologicals,OTHER OPHTHALMOLOGICALS,OPHTHALMOLOGICALS,SENSORY ORGANS
S01XA15,S01XA,S01X,S01,S,ascorbic acid,Other ophthalmologicals,OTHER OPHTHALMOLOGICALS,OPHTHALMOLOGICALS,SENSORY ORGANS
S01XA18,S01XA,S01X,S01,S,ciclosporin,Other ophthalmologicals,OTHER OPHTHALMOLOGICALS,OPHTHALMOLOGICALS,SENSORY ORGANS
S01XA19,S01XA,S01X,S01,S,"limbal stems cells, autologous",Other ophthalmologicals,OTHER OPHTHALMOLOGICALS,OPHTHALMOLOGICALS,SENSORY ORGANS
S01XA20,S01XA,S01X,S01,S,artificial tears and other indifferent preparations,Other ophthalmologicals,OTHER OPHTHALMOLOGICALS,OPHTHALMOLOGICALS,SENSORY ORGANS
S01XA21,S01XA,S01X,S01,S,mercaptamine,Other ophthalmologicals,OTHER OPHTHALMOLOGICALS,OPHTHALMOLOGICALS,SENSORY ORGANS
S01XA22,S01XA,S01X,S01,S,ocriplasmin,Other ophthalmologicals,OTHER OPHTHALMOLOGICALS,OPHTHALMOLOGICALS,SENSORY ORGANS
S01XA23,S01XA,S01X,S01,S,sirolimus,Other ophthalmologicals,OTHER OPHTHALMOLOGICALS,OPHTHALMOLOGICALS,SENSORY ORGANS
D10AF01,D10AF,D10A,D10,D,clindamycin,Antiinfectives for treatment of acne,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,ANTI-ACNE PREPARATIONS,DERMATOLOGICALS
D10AF02,D10AF,D10A,D10,D,erythromycin,Antiinfectives for treatment of acne,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,ANTI-ACNE PREPARATIONS,DERMATOLOGICALS
D10AF03,D10AF,D10A,D10,D,chloramphenicol,Antiinfectives for treatment of acne,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,ANTI-ACNE PREPARATIONS,DERMATOLOGICALS
D10AF04,D10AF,D10A,D10,D,meclocycline,Antiinfectives for treatment of acne,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,ANTI-ACNE PREPARATIONS,DERMATOLOGICALS
D10AF05,D10AF,D10A,D10,D,nadifloxacin,Antiinfectives for treatment of acne,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,ANTI-ACNE PREPARATIONS,DERMATOLOGICALS
D10AF06,D10AF,D10A,D10,D,sulfacetamide,Antiinfectives for treatment of acne,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,ANTI-ACNE PREPARATIONS,DERMATOLOGICALS
D10AF51,D10AF,D10A,D10,D,"clindamycin, combinations",Antiinfectives for treatment of acne,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,ANTI-ACNE PREPARATIONS,DERMATOLOGICALS
D10AF52,D10AF,D10A,D10,D,"erythromycin, combinations",Antiinfectives for treatment of acne,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,ANTI-ACNE PREPARATIONS,DERMATOLOGICALS
A10AB01,A10AB,A10A,A10,A,insulin (human),"Insulins and analogues for injection, fast-acting",INSULINS AND ANALOGUES,DRUGS USED IN DIABETES,ALIMENTARY TRACT AND METABOLISM
A10AB02,A10AB,A10A,A10,A,insulin (beef),"Insulins and analogues for injection, fast-acting",INSULINS AND ANALOGUES,DRUGS USED IN DIABETES,ALIMENTARY TRACT AND METABOLISM
A10AB03,A10AB,A10A,A10,A,insulin (pork),"Insulins and analogues for injection, fast-acting",INSULINS AND ANALOGUES,DRUGS USED IN DIABETES,ALIMENTARY TRACT AND METABOLISM
A10AB04,A10AB,A10A,A10,A,insulin lispro,"Insulins and analogues for injection, fast-acting",INSULINS AND ANALOGUES,DRUGS USED IN DIABETES,ALIMENTARY TRACT AND METABOLISM
A10AB05,A10AB,A10A,A10,A,insulin aspart,"Insulins and analogues for injection, fast-acting",INSULINS AND ANALOGUES,DRUGS USED IN DIABETES,ALIMENTARY TRACT AND METABOLISM
A10AB06,A10AB,A10A,A10,A,insulin glulisine,"Insulins and analogues for injection, fast-acting",INSULINS AND ANALOGUES,DRUGS USED IN DIABETES,ALIMENTARY TRACT AND METABOLISM
A10AB30,A10AB,A10A,A10,A,combinations,"Insulins and analogues for injection, fast-acting",INSULINS AND ANALOGUES,DRUGS USED IN DIABETES,ALIMENTARY TRACT AND METABOLISM
N03AX03,N03AX,N03A,N03,N,sultiame,Other antiepileptics,ANTIEPILEPTICS,ANTIEPILEPTICS,NERVOUS SYSTEM
N03AX07,N03AX,N03A,N03,N,phenacemide,Other antiepileptics,ANTIEPILEPTICS,ANTIEPILEPTICS,NERVOUS SYSTEM
N03AX09,N03AX,N03A,N03,N,lamotrigine,Other antiepileptics,ANTIEPILEPTICS,ANTIEPILEPTICS,NERVOUS SYSTEM
N03AX10,N03AX,N03A,N03,N,felbamate,Other antiepileptics,ANTIEPILEPTICS,ANTIEPILEPTICS,NERVOUS SYSTEM
N03AX11,N03AX,N03A,N03,N,topiramate,Other antiepileptics,ANTIEPILEPTICS,ANTIEPILEPTICS,NERVOUS SYSTEM
N03AX12,N03AX,N03A,N03,N,gabapentin,Other antiepileptics,ANTIEPILEPTICS,ANTIEPILEPTICS,NERVOUS SYSTEM
N03AX13,N03AX,N03A,N03,N,pheneturide,Other antiepileptics,ANTIEPILEPTICS,ANTIEPILEPTICS,NERVOUS SYSTEM
N03AX14,N03AX,N03A,N03,N,levetiracetam,Other antiepileptics,ANTIEPILEPTICS,ANTIEPILEPTICS,NERVOUS SYSTEM
N03AX15,N03AX,N03A,N03,N,zonisamide,Other antiepileptics,ANTIEPILEPTICS,ANTIEPILEPTICS,NERVOUS SYSTEM
N03AX16,N03AX,N03A,N03,N,pregabalin,Other antiepileptics,ANTIEPILEPTICS,ANTIEPILEPTICS,NERVOUS SYSTEM
N03AX17,N03AX,N03A,N03,N,stiripentol,Other antiepileptics,ANTIEPILEPTICS,ANTIEPILEPTICS,NERVOUS SYSTEM
N03AX18,N03AX,N03A,N03,N,lacosamide,Other antiepileptics,ANTIEPILEPTICS,ANTIEPILEPTICS,NERVOUS SYSTEM
N03AX19,N03AX,N03A,N03,N,carisbamate,Other antiepileptics,ANTIEPILEPTICS,ANTIEPILEPTICS,NERVOUS SYSTEM
N03AX21,N03AX,N03A,N03,N,retigabine,Other antiepileptics,ANTIEPILEPTICS,ANTIEPILEPTICS,NERVOUS SYSTEM
N03AX22,N03AX,N03A,N03,N,perampanel,Other antiepileptics,ANTIEPILEPTICS,ANTIEPILEPTICS,NERVOUS SYSTEM
N03AX23,N03AX,N03A,N03,N,brivaracetam,Other antiepileptics,ANTIEPILEPTICS,ANTIEPILEPTICS,NERVOUS SYSTEM
N03AX30,N03AX,N03A,N03,N,beclamide,Other antiepileptics,ANTIEPILEPTICS,ANTIEPILEPTICS,NERVOUS SYSTEM
B01AD01,B01AD,B01A,B01,B,streptokinase,Enzymes,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
B01AD02,B01AD,B01A,B01,B,alteplase,Enzymes,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
B01AD03,B01AD,B01A,B01,B,anistreplase,Enzymes,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
B01AD04,B01AD,B01A,B01,B,urokinase,Enzymes,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
B01AD05,B01AD,B01A,B01,B,fibrinolysin,Enzymes,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
B01AD06,B01AD,B01A,B01,B,brinase,Enzymes,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
B01AD07,B01AD,B01A,B01,B,reteplase,Enzymes,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
B01AD08,B01AD,B01A,B01,B,saruplase,Enzymes,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
B01AD09,B01AD,B01A,B01,B,ancrod,Enzymes,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
B01AD10,B01AD,B01A,B01,B,drotrecogin alfa (activated),Enzymes,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
B01AD11,B01AD,B01A,B01,B,tenecteplase,Enzymes,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
B01AD12,B01AD,B01A,B01,B,protein C,Enzymes,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,BLOOD AND BLOOD FORMING ORGANS
N07CA01,N07CA,N07C,N07,N,betahistine,Antivertigo preparations,ANTIVERTIGO PREPARATIONS,OTHER NERVOUS SYSTEM DRUGS,NERVOUS SYSTEM
N07CA02,N07CA,N07C,N07,N,cinnarizine,Antivertigo preparations,ANTIVERTIGO PREPARATIONS,OTHER NERVOUS SYSTEM DRUGS,NERVOUS SYSTEM
N07CA03,N07CA,N07C,N07,N,flunarizine,Antivertigo preparations,ANTIVERTIGO PREPARATIONS,OTHER NERVOUS SYSTEM DRUGS,NERVOUS SYSTEM
N07CA04,N07CA,N07C,N07,N,acetylleucine,Antivertigo preparations,ANTIVERTIGO PREPARATIONS,OTHER NERVOUS SYSTEM DRUGS,NERVOUS SYSTEM
N07CA52,N07CA,N07C,N07,N,"cinnarizine, combinations",Antivertigo preparations,ANTIVERTIGO PREPARATIONS,OTHER NERVOUS SYSTEM DRUGS,NERVOUS SYSTEM
C01EA01,C01EA,C01E,C01,C,alprostadil,Prostaglandins,OTHER CARDIAC PREPARATIONS,CARDIAC THERAPY,CARDIOVASCULAR SYSTEM
C07BA02,C07BA,C07B,C07,C,oxprenolol and thiazides,"Beta blocking agents, non-selective, and thiazides",BETA BLOCKING AGENTS AND THIAZIDES,BETA BLOCKING AGENTS,CARDIOVASCULAR SYSTEM
C07BA05,C07BA,C07B,C07,C,propranolol and thiazides,"Beta blocking agents, non-selective, and thiazides",BETA BLOCKING AGENTS AND THIAZIDES,BETA BLOCKING AGENTS,CARDIOVASCULAR SYSTEM
C07BA06,C07BA,C07B,C07,C,timolol and thiazides,"Beta blocking agents, non-selective, and thiazides",BETA BLOCKING AGENTS AND THIAZIDES,BETA BLOCKING AGENTS,CARDIOVASCULAR SYSTEM
C07BA07,C07BA,C07B,C07,C,sotalol and thiazides,"Beta blocking agents, non-selective, and thiazides",BETA BLOCKING AGENTS AND THIAZIDES,BETA BLOCKING AGENTS,CARDIOVASCULAR SYSTEM
C07BA12,C07BA,C07B,C07,C,nadolol and thiazides,"Beta blocking agents, non-selective, and thiazides",BETA BLOCKING AGENTS AND THIAZIDES,BETA BLOCKING AGENTS,CARDIOVASCULAR SYSTEM
C07BA68,C07BA,C07B,C07,C,"metipranolol and thiazides, combinations","Beta blocking agents, non-selective, and thiazides",BETA BLOCKING AGENTS AND THIAZIDES,BETA BLOCKING AGENTS,CARDIOVASCULAR SYSTEM
J07BG01,J07BG,J07B,J07,J,"rabies, inactivated, whole virus",Rabies vaccines,VIRAL VACCINES,VACCINES,ANTIINFECTIVES FOR SYSTEMIC USE
G03BA01,G03BA,G03B,G03,G,fluoxymesterone,3-oxoandrosten (4) derivatives,ANDROGENS,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,GENITO URINARY SYSTEM AND SEX HORMONES
G03BA02,G03BA,G03B,G03,G,methyltestosterone,3-oxoandrosten (4) derivatives,ANDROGENS,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,GENITO URINARY SYSTEM AND SEX HORMONES
G03BA03,G03BA,G03B,G03,G,testosterone,3-oxoandrosten (4) derivatives,ANDROGENS,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,GENITO URINARY SYSTEM AND SEX HORMONES
C01DA02,C01DA,C01D,C01,C,glyceryl trinitrate,Organic nitrates,VASODILATORS USED IN CARDIAC DISEASES,CARDIAC THERAPY,CARDIOVASCULAR SYSTEM
C01DA04,C01DA,C01D,C01,C,methylpropylpropanediol dinitrate,Organic nitrates,VASODILATORS USED IN CARDIAC DISEASES,CARDIAC THERAPY,CARDIOVASCULAR SYSTEM
C01DA05,C01DA,C01D,C01,C,pentaerithrityl tetranitrate,Organic nitrates,VASODILATORS USED IN CARDIAC DISEASES,CARDIAC THERAPY,CARDIOVASCULAR SYSTEM
C01DA07,C01DA,C01D,C01,C,propatylnitrate,Organic nitrates,VASODILATORS USED IN CARDIAC DISEASES,CARDIAC THERAPY,CARDIOVASCULAR SYSTEM
C01DA08,C01DA,C01D,C01,C,isosorbide dinitrate,Organic nitrates,VASODILATORS USED IN CARDIAC DISEASES,CARDIAC THERAPY,CARDIOVASCULAR SYSTEM
C01DA09,C01DA,C01D,C01,C,trolnitrate,Organic nitrates,VASODILATORS USED IN CARDIAC DISEASES,CARDIAC THERAPY,CARDIOVASCULAR SYSTEM
C01DA13,C01DA,C01D,C01,C,eritrityl tetranitrate,Organic nitrates,VASODILATORS USED IN CARDIAC DISEASES,CARDIAC THERAPY,CARDIOVASCULAR SYSTEM
C01DA14,C01DA,C01D,C01,C,isosorbide mononitrate,Organic nitrates,VASODILATORS USED IN CARDIAC DISEASES,CARDIAC THERAPY,CARDIOVASCULAR SYSTEM
C01DA20,C01DA,C01D,C01,C,organic nitrates in combination,Organic nitrates,VASODILATORS USED IN CARDIAC DISEASES,CARDIAC THERAPY,CARDIOVASCULAR SYSTEM
C01DA38,C01DA,C01D,C01,C,tenitramine,Organic nitrates,VASODILATORS USED IN CARDIAC DISEASES,CARDIAC THERAPY,CARDIOVASCULAR SYSTEM
C01DA52,C01DA,C01D,C01,C,"glyceryl trinitrate, combinations",Organic nitrates,VASODILATORS USED IN CARDIAC DISEASES,CARDIAC THERAPY,CARDIOVASCULAR SYSTEM
C01DA54,C01DA,C01D,C01,C,"methylpropylpropanediol dinitrate, combinations",Organic nitrates,VASODILATORS USED IN CARDIAC DISEASES,CARDIAC THERAPY,CARDIOVASCULAR SYSTEM
C01DA55,C01DA,C01D,C01,C,"pentaerithrityl tetranitrate, combinations",Organic nitrates,VASODILATORS USED IN CARDIAC DISEASES,CARDIAC THERAPY,CARDIOVASCULAR SYSTEM
C01DA57,C01DA,C01D,C01,C,"propatylnitrate, combinations",Organic nitrates,VASODILATORS USED IN CARDIAC DISEASES,CARDIAC THERAPY,CARDIOVASCULAR SYSTEM
C01DA58,C01DA,C01D,C01,C,"isosorbide dinitrate, combinations",Organic nitrates,VASODILATORS USED IN CARDIAC DISEASES,CARDIAC THERAPY,CARDIOVASCULAR SYSTEM
C01DA59,C01DA,C01D,C01,C,"trolnitrate, combinations",Organic nitrates,VASODILATORS USED IN CARDIAC DISEASES,CARDIAC THERAPY,CARDIOVASCULAR SYSTEM
C01DA63,C01DA,C01D,C01,C,"eritrityl tetranitrate, combinations",Organic nitrates,VASODILATORS USED IN CARDIAC DISEASES,CARDIAC THERAPY,CARDIOVASCULAR SYSTEM
C01DA70,C01DA,C01D,C01,C,organic nitrates in combination with psycholeptics,Organic nitrates,VASODILATORS USED IN CARDIAC DISEASES,CARDIAC THERAPY,CARDIOVASCULAR SYSTEM
S01JA01,S01JA,S01J,S01,S,fluorescein,Colouring agents,DIAGNOSTIC AGENTS,OPHTHALMOLOGICALS,SENSORY ORGANS
S01JA02,S01JA,S01J,S01,S,rose bengal sodium,Colouring agents,DIAGNOSTIC AGENTS,OPHTHALMOLOGICALS,SENSORY ORGANS
S01JA51,S01JA,S01J,S01,S,"fluorescein, combinations",Colouring agents,DIAGNOSTIC AGENTS,OPHTHALMOLOGICALS,SENSORY ORGANS
N06AF01,N06AF,N06A,N06,N,isocarboxazid,"Monoamine oxidase inhibitors, non-selective",ANTIDEPRESSANTS,PSYCHOANALEPTICS,NERVOUS SYSTEM
N06AF02,N06AF,N06A,N06,N,nialamide,"Monoamine oxidase inhibitors, non-selective",ANTIDEPRESSANTS,PSYCHOANALEPTICS,NERVOUS SYSTEM
N06AF03,N06AF,N06A,N06,N,phenelzine,"Monoamine oxidase inhibitors, non-selective",ANTIDEPRESSANTS,PSYCHOANALEPTICS,NERVOUS SYSTEM
N06AF04,N06AF,N06A,N06,N,tranylcypromine,"Monoamine oxidase inhibitors, non-selective",ANTIDEPRESSANTS,PSYCHOANALEPTICS,NERVOUS SYSTEM
N06AF05,N06AF,N06A,N06,N,iproniazide,"Monoamine oxidase inhibitors, non-selective",ANTIDEPRESSANTS,PSYCHOANALEPTICS,NERVOUS SYSTEM
N06AF06,N06AF,N06A,N06,N,iproclozide,"Monoamine oxidase inhibitors, non-selective",ANTIDEPRESSANTS,PSYCHOANALEPTICS,NERVOUS SYSTEM
N01AH01,N01AH,N01A,N01,N,fentanyl,Opioid anesthetics,"ANESTHETICS, GENERAL",ANESTHETICS,NERVOUS SYSTEM
N01AH02,N01AH,N01A,N01,N,alfentanil,Opioid anesthetics,"ANESTHETICS, GENERAL",ANESTHETICS,NERVOUS SYSTEM
N01AH03,N01AH,N01A,N01,N,sufentanil,Opioid anesthetics,"ANESTHETICS, GENERAL",ANESTHETICS,NERVOUS SYSTEM
N01AH04,N01AH,N01A,N01,N,phenoperidine,Opioid anesthetics,"ANESTHETICS, GENERAL",ANESTHETICS,NERVOUS SYSTEM
N01AH05,N01AH,N01A,N01,N,anileridine,Opioid anesthetics,"ANESTHETICS, GENERAL",ANESTHETICS,NERVOUS SYSTEM
N01AH06,N01AH,N01A,N01,N,remifentanil,Opioid anesthetics,"ANESTHETICS, GENERAL",ANESTHETICS,NERVOUS SYSTEM
N01AH51,N01AH,N01A,N01,N,"fentanyl, combinations",Opioid anesthetics,"ANESTHETICS, GENERAL",ANESTHETICS,NERVOUS SYSTEM
J07AF01,J07AF,J07A,J07,J,diphtheria toxoid,Diphtheria vaccines,BACTERIAL VACCINES,VACCINES,ANTIINFECTIVES FOR SYSTEMIC USE
S01EE01,S01EE,S01E,S01,S,latanoprost,Prostaglandin analogues,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,OPHTHALMOLOGICALS,SENSORY ORGANS
S01EE02,S01EE,S01E,S01,S,unoprostone,Prostaglandin analogues,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,OPHTHALMOLOGICALS,SENSORY ORGANS
S01EE03,S01EE,S01E,S01,S,bimatoprost,Prostaglandin analogues,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,OPHTHALMOLOGICALS,SENSORY ORGANS
S01EE04,S01EE,S01E,S01,S,travoprost,Prostaglandin analogues,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,OPHTHALMOLOGICALS,SENSORY ORGANS
S01EE05,S01EE,S01E,S01,S,tafluprost,Prostaglandin analogues,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,OPHTHALMOLOGICALS,SENSORY ORGANS
N02BB01,N02BB,N02B,N02,N,phenazone,Pyrazolones,OTHER ANALGESICS AND ANTIPYRETICS,ANALGESICS,NERVOUS SYSTEM
N02BB02,N02BB,N02B,N02,N,metamizole sodium,Pyrazolones,OTHER ANALGESICS AND ANTIPYRETICS,ANALGESICS,NERVOUS SYSTEM
N02BB03,N02BB,N02B,N02,N,aminophenazone,Pyrazolones,OTHER ANALGESICS AND ANTIPYRETICS,ANALGESICS,NERVOUS SYSTEM
N02BB04,N02BB,N02B,N02,N,propyphenazone,Pyrazolones,OTHER ANALGESICS AND ANTIPYRETICS,ANALGESICS,NERVOUS SYSTEM
N02BB05,N02BB,N02B,N02,N,nifenazone,Pyrazolones,OTHER ANALGESICS AND ANTIPYRETICS,ANALGESICS,NERVOUS SYSTEM
N02BB51,N02BB,N02B,N02,N,"phenazone, combinations excl. psycholeptics",Pyrazolones,OTHER ANALGESICS AND ANTIPYRETICS,ANALGESICS,NERVOUS SYSTEM
N02BB52,N02BB,N02B,N02,N,"metamizole sodium, combinations excl. psycholeptics",Pyrazolones,OTHER ANALGESICS AND ANTIPYRETICS,ANALGESICS,NERVOUS SYSTEM
N02BB53,N02BB,N02B,N02,N,"aminophenazone, combinations excl. psycholeptics",Pyrazolones,OTHER ANALGESICS AND ANTIPYRETICS,ANALGESICS,NERVOUS SYSTEM
